langton,rep_num,cell_Shannon
0.0,76,0.004790210111131499
0.0,77,0.004976892194101129
0.0,78,0.004994227679976009
0.0,79,0.004994227679976009
0.0,80,0.004976892194101129
0.0,81,0.004790210111131499
0.0,82,0.004907269475168269
0.0,83,0.004994227679976009
0.0,84,0.004790210111131499
0.0,85,0.004976892194101129
0.0,86,0.004976892194101129
0.0,87,0.004907269475168269
0.0,88,0.004947937606110279
0.0,89,0.004907269475168269
0.0,90,0.004947937606110279
0.0,91,0.004994227679976009
0.0,92,0.004994227679976009
0.0,93,0.004976892194101129
0.0,94,0.004907269475168269
0.0,95,0.004994227679976009
0.0,96,0.004947937606110279
0.0,97,0.004713415946277461
0.0,98,0.004947937606110279
0.0,99,0.004907269475168269
0.010101010101010102,0,0.004994227679976009
0.010101010101010102,1,0.004994227679976009
0.010101010101010102,2,0.004854752972273344
0.010101010101010102,3,0.004994227679976009
0.010101010101010102,4,0.004994227679976009
0.010101010101010102,5,0.004976892194101129
0.010101010101010102,6,0.005
0.010101010101010102,7,0.004994227679976009
0.010101010101010102,8,0.004947937606110279
0.010101010101010102,9,0.004907269475168269
0.010101010101010102,10,0.00462409352486515
0.010101010101010102,11,0.004994227679976009
0.010101010101010102,12,0.004790210111131499
0.010101010101010102,13,0.004976892194101129
0.010101010101010102,14,0.004907269475168269
0.010101010101010102,15,0.004994227679976009
0.010101010101010102,16,0.004947937606110279
0.010101010101010102,17,0.004976892194101129
0.010101010101010102,18,0.004947937606110279
0.010101010101010102,19,0.004994227679976009
0.010101010101010102,20,0.004713415946277461
0.010101010101010102,21,0.004994227679976009
0.010101010101010102,22,0.004790210111131499
0.010101010101010102,23,0.00462409352486515
0.010101010101010102,24,0.004976892194101129
0.010101010101010102,25,0.004907269475168269
0.010101010101010102,26,0.004947937606110279
0.010101010101010102,27,0.004994227679976009
0.010101010101010102,28,0.004994227679976009
0.010101010101010102,29,0.004907269475168269
0.010101010101010102,30,0.004947937606110279
0.010101010101010102,31,0.004976892194101129
0.010101010101010102,32,0.004976892194101129
0.010101010101010102,33,0.004907269475168269
0.010101010101010102,34,0.004854752972273344
0.010101010101010102,35,0.004994227679976009
0.010101010101010102,36,0.004994227679976009
0.010101010101010102,37,0.004976892194101129
0.010101010101010102,38,0.004790210111131499
0.010101010101010102,39,0.004976892194101129
0.010101010101010102,40,0.004907269475168269
0.010101010101010102,41,0.004976892194101129
0.010101010101010102,42,0.004994227679976009
0.010101010101010102,43,0.004976892194101129
0.010101010101010102,44,0.004947937606110279
0.010101010101010102,45,0.004947937606110279
0.010101010101010102,46,0.005
0.010101010101010102,47,0.004994227679976009
0.010101010101010102,48,0.004976892194101129
0.010101010101010102,49,0.004994227679976009
0.010101010101010102,50,0.004994227679976009
0.010101010101010102,51,0.004976892194101129
0.010101010101010102,52,0.004947937606110279
0.010101010101010102,53,0.004947937606110279
0.010101010101010102,54,0.004976892194101129
0.010101010101010102,55,0.004713415946277461
0.010101010101010102,56,0.005
0.010101010101010102,57,0.004947937606110279
0.010101010101010102,58,0.004994227679976009
0.010101010101010102,59,0.004994227679976009
0.010101010101010102,60,0.004907269475168269
0.010101010101010102,61,0.00462409352486515
0.010101010101010102,62,0.004994227679976009
0.010101010101010102,63,0.004907269475168269
0.010101010101010102,64,0.004854752972273344
0.010101010101010102,65,0.005
0.010101010101010102,66,0.004994227679976009
0.010101010101010102,67,0.004713415946277461
0.010101010101010102,68,0.004947937606110279
0.010101010101010102,69,0.004976892194101129
0.010101010101010102,70,0.004976892194101129
0.010101010101010102,71,0.004976892194101129
0.010101010101010102,72,0.004713415946277461
0.010101010101010102,73,0.004994227679976009
0.010101010101010102,74,0.004994227679976009
0.010101010101010102,75,0.004994227679976009
0.010101010101010102,76,0.004947937606110279
0.010101010101010102,77,0.004713415946277461
0.010101010101010102,78,0.004907269475168269
0.010101010101010102,79,0.004994227679976009
0.010101010101010102,80,0.004947937606110279
0.010101010101010102,81,0.004854752972273344
0.010101010101010102,82,0.004854752972273344
0.010101010101010102,83,0.004907269475168269
0.010101010101010102,84,0.0044064544961534636
0.010101010101010102,85,0.005
0.010101010101010102,86,0.004907269475168269
0.010101010101010102,87,0.004790210111131499
0.010101010101010102,88,0.005
0.010101010101010102,89,0.005
0.010101010101010102,90,0.004854752972273344
0.010101010101010102,91,0.004907269475168269
0.010101010101010102,92,0.004947937606110279
0.010101010101010102,93,0.0044064544961534636
0.010101010101010102,94,0.004947937606110279
0.010101010101010102,95,0.004790210111131499
0.010101010101010102,96,0.004907269475168269
0.010101010101010102,97,0.004947937606110279
0.010101010101010102,98,0.004994227679976009
0.010101010101010102,99,0.004947937606110279
0.020202020202020204,0,0.004713415946277461
0.020202020202020204,1,0.005
0.020202020202020204,2,0.004790210111131499
0.020202020202020204,3,0.004854752972273344
0.020202020202020204,4,0.004994227679976009
0.020202020202020204,5,0.004976892194101129
0.020202020202020204,6,0.004994227679976009
0.020202020202020204,7,0.004907269475168269
0.020202020202020204,8,0.00462409352486515
0.020202020202020204,9,0.004907269475168269
0.020202020202020204,10,0.004947937606110279
0.020202020202020204,11,0.004854752972273344
0.020202020202020204,12,0.004790210111131499
0.020202020202020204,13,0.004907269475168269
0.020202020202020204,14,0.004994227679976009
0.020202020202020204,15,0.004854752972273344
0.020202020202020204,16,0.004994227679976009
0.020202020202020204,17,0.004947937606110279
0.020202020202020204,18,0.005
0.020202020202020204,19,0.004994227679976009
0.020202020202020204,20,0.004994227679976009
0.020202020202020204,21,0.004947937606110279
0.020202020202020204,22,0.004976892194101129
0.020202020202020204,23,0.004994227679976009
0.020202020202020204,24,0.004976892194101129
0.020202020202020204,25,0.004854752972273344
0.020202020202020204,26,0.004947937606110279
0.020202020202020204,27,0.004976892194101129
0.020202020202020204,28,0.004947937606110279
0.020202020202020204,29,0.004976892194101129
0.020202020202020204,30,0.004947937606110279
0.020202020202020204,31,0.004947937606110279
0.020202020202020204,32,0.005
0.020202020202020204,33,0.005
0.020202020202020204,34,0.004854752972273344
0.020202020202020204,35,0.004907269475168269
0.020202020202020204,36,0.004994227679976009
0.020202020202020204,37,0.004994227679976009
0.020202020202020204,38,0.004907269475168269
0.020202020202020204,39,0.004994227679976009
0.020202020202020204,40,0.004976892194101129
0.020202020202020204,41,0.004947937606110279
0.020202020202020204,42,0.004907269475168269
0.020202020202020204,43,0.004790210111131499
0.020202020202020204,44,0.004947937606110279
0.020202020202020204,45,0.004790210111131499
0.020202020202020204,46,0.004994227679976009
0.020202020202020204,47,0.004854752972273344
0.020202020202020204,48,0.004947937606110279
0.020202020202020204,49,0.004976892194101129
0.020202020202020204,50,0.004854752972273344
0.020202020202020204,51,0.005
0.020202020202020204,52,0.004907269475168269
0.020202020202020204,53,0.004947937606110279
0.020202020202020204,54,0.004947937606110279
0.020202020202020204,55,0.005
0.020202020202020204,56,0.005
0.020202020202020204,57,0.004976892194101129
0.020202020202020204,58,0.004994227679976009
0.020202020202020204,59,0.004976892194101129
0.020202020202020204,60,0.004947937606110279
0.020202020202020204,61,0.004713415946277461
0.020202020202020204,62,0.004790210111131499
0.020202020202020204,63,0.004976892194101129
0.020202020202020204,64,0.004854752972273344
0.020202020202020204,65,0.004994227679976009
0.020202020202020204,66,0.004976892194101129
0.020202020202020204,67,0.004994227679976009
0.020202020202020204,68,0.005
0.020202020202020204,69,0.004854752972273344
0.020202020202020204,70,0.004994227679976009
0.020202020202020204,71,0.004976892194101129
0.020202020202020204,72,0.004976892194101129
0.020202020202020204,73,0.004947937606110279
0.020202020202020204,74,0.004947937606110279
0.020202020202020204,75,0.004994227679976009
0.020202020202020204,76,0.004947937606110279
0.020202020202020204,77,0.004947937606110279
0.020202020202020204,78,0.004947937606110279
0.020202020202020204,79,0.004994227679976009
0.020202020202020204,80,0.004854752972273344
0.020202020202020204,81,0.005
0.020202020202020204,82,0.004907269475168269
0.020202020202020204,83,0.004994227679976009
0.020202020202020204,84,0.005
0.020202020202020204,85,0.004947937606110279
0.020202020202020204,86,0.004854752972273344
0.020202020202020204,87,0.005
0.020202020202020204,88,0.004994227679976009
0.020202020202020204,89,0.004947937606110279
0.020202020202020204,90,0.004994227679976009
0.020202020202020204,91,0.004994227679976009
0.020202020202020204,92,0.005
0.020202020202020204,93,0.004994227679976009
0.020202020202020204,94,0.004907269475168269
0.020202020202020204,95,0.004994227679976009
0.020202020202020204,96,0.004947937606110279
0.020202020202020204,97,0.004907269475168269
0.020202020202020204,98,0.004976892194101129
0.020202020202020204,99,0.004994227679976009
0.030303030303030304,0,0.004907269475168269
0.030303030303030304,1,0.004994227679976009
0.030303030303030304,2,0.004976892194101129
0.030303030303030304,3,0.004976892194101129
0.030303030303030304,4,0.00452190728862247
0.030303030303030304,5,0.004907269475168269
0.030303030303030304,6,0.004994227679976009
0.030303030303030304,7,0.004994227679976009
0.030303030303030304,8,0.004976892194101129
0.030303030303030304,9,0.004994227679976009
0.030303030303030304,10,0.004976892194101129
0.030303030303030304,11,0.004854752972273344
0.030303030303030304,12,0.004713415946277461
0.030303030303030304,13,0.004907269475168269
0.030303030303030304,14,0.004994227679976009
0.030303030303030304,15,0.004976892194101129
0.030303030303030304,16,0.004907269475168269
0.030303030303030304,17,0.004907269475168269
0.030303030303030304,18,0.004994227679976009
0.030303030303030304,19,0.004854752972273344
0.030303030303030304,20,0.004994227679976009
0.030303030303030304,21,0.005
0.030303030303030304,22,0.004976892194101129
0.030303030303030304,23,0.004994227679976009
0.030303030303030304,24,0.004907269475168269
0.030303030303030304,25,0.005
0.030303030303030304,26,0.004994227679976009
0.030303030303030304,27,0.004994227679976009
0.030303030303030304,28,0.004907269475168269
0.030303030303030304,29,0.004994227679976009
0.030303030303030304,30,0.004976892194101129
0.030303030303030304,31,0.004854752972273344
0.030303030303030304,32,0.004976892194101129
0.030303030303030304,33,0.004907269475168269
0.030303030303030304,34,0.004947937606110279
0.030303030303030304,35,0.005
0.030303030303030304,36,0.004976892194101129
0.030303030303030304,37,0.004976892194101129
0.030303030303030304,38,0.004976892194101129
0.030303030303030304,39,0.004790210111131499
0.030303030303030304,40,0.004713415946277461
0.030303030303030304,41,0.004947937606110279
0.030303030303030304,42,0.00452190728862247
0.030303030303030304,43,0.004907269475168269
0.030303030303030304,44,0.004994227679976009
0.030303030303030304,45,0.004947937606110279
0.030303030303030304,46,0.004854752972273344
0.030303030303030304,47,0.004976892194101129
0.030303030303030304,48,0.0044064544961534636
0.030303030303030304,49,0.004790210111131499
0.030303030303030304,50,0.004976892194101129
0.030303030303030304,51,0.004947937606110279
0.030303030303030304,52,0.004994227679976009
0.030303030303030304,53,0.004976892194101129
0.030303030303030304,54,0.004976892194101129
0.030303030303030304,55,0.004907269475168269
0.030303030303030304,56,0.004994227679976009
0.030303030303030304,57,0.00452190728862247
0.030303030303030304,58,0.004976892194101129
0.030303030303030304,59,0.004994227679976009
0.030303030303030304,60,0.004994227679976009
0.030303030303030304,61,0.005
0.030303030303030304,62,0.004854752972273344
0.030303030303030304,63,0.00462409352486515
0.030303030303030304,64,0.004907269475168269
0.030303030303030304,65,0.005
0.030303030303030304,66,0.004947937606110279
0.030303030303030304,67,0.004947937606110279
0.030303030303030304,68,0.004907269475168269
0.030303030303030304,69,0.004976892194101129
0.030303030303030304,70,0.004976892194101129
0.030303030303030304,71,0.005
0.030303030303030304,72,0.004976892194101129
0.030303030303030304,73,0.004947937606110279
0.030303030303030304,74,0.005
0.030303030303030304,75,0.004976892194101129
0.030303030303030304,76,0.005
0.030303030303030304,77,0.004947937606110279
0.030303030303030304,78,0.004854752972273344
0.030303030303030304,79,0.004947937606110279
0.030303030303030304,80,0.005
0.030303030303030304,81,0.00462409352486515
0.030303030303030304,82,0.005
0.030303030303030304,83,0.005
0.030303030303030304,84,0.004907269475168269
0.030303030303030304,85,0.004907269475168269
0.030303030303030304,86,0.004947937606110279
0.030303030303030304,87,0.005
0.030303030303030304,88,0.004994227679976009
0.030303030303030304,89,0.004976892194101129
0.030303030303030304,90,0.004907269475168269
0.030303030303030304,91,0.004976892194101129
0.030303030303030304,92,0.004947937606110279
0.030303030303030304,93,0.004947937606110279
0.030303030303030304,94,0.004790210111131499
0.030303030303030304,95,0.004947937606110279
0.030303030303030304,96,0.004790210111131499
0.030303030303030304,97,0.005
0.030303030303030304,98,0.004994227679976009
0.030303030303030304,99,0.004947937606110279
0.04040404040404041,0,0.005
0.04040404040404041,1,0.004790210111131499
0.04040404040404041,2,0.004947937606110279
0.04040404040404041,3,0.004947937606110279
0.04040404040404041,4,0.004947937606110279
0.04040404040404041,5,0.004947937606110279
0.04040404040404041,6,0.004994227679976009
0.04040404040404041,7,0.004713415946277461
0.04040404040404041,8,0.004854752972273344
0.04040404040404041,9,0.004907269475168269
0.04040404040404041,10,0.004790210111131499
0.04040404040404041,11,0.004947937606110279
0.04040404040404041,12,0.004854752972273344
0.04040404040404041,13,0.004976892194101129
0.04040404040404041,14,0.004994227679976009
0.04040404040404041,15,0.004947937606110279
0.04040404040404041,16,0.005
0.04040404040404041,17,0.004994227679976009
0.04040404040404041,18,0.004947937606110279
0.04040404040404041,19,0.004947937606110279
0.04040404040404041,20,0.004790210111131499
0.04040404040404041,21,0.004976892194101129
0.04040404040404041,22,0.004713415946277461
0.04040404040404041,23,0.004907269475168269
0.04040404040404041,24,0.004947937606110279
0.04040404040404041,25,0.004854752972273344
0.04040404040404041,26,0.004947937606110279
0.04040404040404041,27,0.004907269475168269
0.04040404040404041,28,0.004976892194101129
0.04040404040404041,29,0.005
0.04040404040404041,30,0.004976892194101129
0.04040404040404041,31,0.004907269475168269
0.04040404040404041,32,0.004994227679976009
0.04040404040404041,33,0.004994227679976009
0.04040404040404041,34,0.004947937606110279
0.04040404040404041,35,0.005
0.04040404040404041,36,0.004994227679976009
0.04040404040404041,37,0.004976892194101129
0.04040404040404041,38,0.004994227679976009
0.04040404040404041,39,0.004976892194101129
0.04040404040404041,40,0.004947937606110279
0.04040404040404041,41,0.004994227679976009
0.04040404040404041,42,0.004976892194101129
0.04040404040404041,43,0.004947937606110279
0.04040404040404041,44,0.004994227679976009
0.04040404040404041,45,0.004994227679976009
0.04040404040404041,46,0.004994227679976009
0.04040404040404041,47,0.004994227679976009
0.04040404040404041,48,0.004994227679976009
0.04040404040404041,49,0.005
0.04040404040404041,50,0.004976892194101129
0.04040404040404041,51,0.004790210111131499
0.04040404040404041,52,0.00462409352486515
0.04040404040404041,53,0.004907269475168269
0.04040404040404041,54,0.004994227679976009
0.04040404040404041,55,0.004790210111131499
0.04040404040404041,56,0.004976892194101129
0.04040404040404041,57,0.004994227679976009
0.04040404040404041,58,0.005
0.04040404040404041,59,0.004994227679976009
0.04040404040404041,60,0.004713415946277461
0.04040404040404041,61,0.004947937606110279
0.04040404040404041,62,0.004976892194101129
0.04040404040404041,63,0.004976892194101129
0.04040404040404041,64,0.004947937606110279
0.04040404040404041,65,0.004994227679976009
0.04040404040404041,66,0.004907269475168269
0.04040404040404041,67,0.004994227679976009
0.04040404040404041,68,0.004994227679976009
0.04040404040404041,69,0.004854752972273344
0.04040404040404041,70,0.004994227679976009
0.04040404040404041,71,0.004994227679976009
0.04040404040404041,72,0.004976892194101129
0.04040404040404041,73,0.004994227679976009
0.04040404040404041,74,0.004994227679976009
0.04040404040404041,75,0.004907269475168269
0.04040404040404041,76,0.004994227679976009
0.04040404040404041,77,0.004907269475168269
0.04040404040404041,78,0.004976892194101129
0.04040404040404041,79,0.004976892194101129
0.04040404040404041,80,0.004976892194101129
0.04040404040404041,81,0.004976892194101129
0.04040404040404041,82,0.004907269475168269
0.04040404040404041,83,0.004947937606110279
0.04040404040404041,84,0.004976892194101129
0.04040404040404041,85,0.004976892194101129
0.04040404040404041,86,0.004790210111131499
0.04040404040404041,87,0.004713415946277461
0.04040404040404041,88,0.004947937606110279
0.04040404040404041,89,0.004947937606110279
0.04040404040404041,90,0.004994227679976009
0.04040404040404041,91,0.005
0.04040404040404041,92,0.004976892194101129
0.04040404040404041,93,0.00462409352486515
0.04040404040404041,94,0.004713415946277461
0.04040404040404041,95,0.004976892194101129
0.04040404040404041,96,0.004947937606110279
0.04040404040404041,97,0.004994227679976009
0.04040404040404041,98,0.004976892194101129
0.04040404040404041,99,0.004907269475168269
0.05050505050505051,0,0.004907269475168269
0.05050505050505051,1,0.005
0.05050505050505051,2,0.004994227679976009
0.05050505050505051,3,0.004907269475168269
0.05050505050505051,4,0.004907269475168269
0.05050505050505051,5,0.004976892194101129
0.05050505050505051,6,0.004947937606110279
0.05050505050505051,7,0.004994227679976009
0.05050505050505051,8,0.005
0.05050505050505051,9,0.004976892194101129
0.05050505050505051,10,0.004947937606110279
0.05050505050505051,11,0.004907269475168269
0.05050505050505051,12,0.004994227679976009
0.05050505050505051,13,0.004994227679976009
0.05050505050505051,14,0.005
0.05050505050505051,15,0.004907269475168269
0.05050505050505051,16,0.004994227679976009
0.05050505050505051,17,0.004947937606110279
0.05050505050505051,18,0.004947937606110279
0.05050505050505051,19,0.004976892194101129
0.05050505050505051,20,0.004976892194101129
0.05050505050505051,21,0.004994227679976009
0.05050505050505051,22,0.004907269475168269
0.05050505050505051,23,0.004790210111131499
0.05050505050505051,24,0.004947937606110279
0.05050505050505051,25,0.004947937606110279
0.05050505050505051,26,0.005
0.05050505050505051,27,0.005
0.05050505050505051,28,0.004713415946277461
0.05050505050505051,29,0.004790210111131499
0.05050505050505051,30,0.004947937606110279
0.05050505050505051,31,0.004854752972273344
0.05050505050505051,32,0.004854752972273344
0.05050505050505051,33,0.004854752972273344
0.05050505050505051,34,0.004947937606110279
0.05050505050505051,35,0.004976892194101129
0.05050505050505051,36,0.004790210111131499
0.05050505050505051,37,0.004947937606110279
0.05050505050505051,38,0.004854752972273344
0.05050505050505051,39,0.004947937606110279
0.05050505050505051,40,0.004994227679976009
0.05050505050505051,41,0.004947937606110279
0.05050505050505051,42,0.00462409352486515
0.05050505050505051,43,0.004976892194101129
0.05050505050505051,44,0.004994227679976009
0.05050505050505051,45,0.004994227679976009
0.05050505050505051,46,0.004994227679976009
0.05050505050505051,47,0.004713415946277461
0.05050505050505051,48,0.004976892194101129
0.05050505050505051,49,0.004994227679976009
0.05050505050505051,50,0.004976892194101129
0.05050505050505051,51,0.004790210111131499
0.05050505050505051,52,0.004947937606110279
0.05050505050505051,53,0.004947937606110279
0.05050505050505051,54,0.005
0.05050505050505051,55,0.004976892194101129
0.05050505050505051,56,0.005
0.05050505050505051,57,0.004976892194101129
0.05050505050505051,58,0.004907269475168269
0.05050505050505051,59,0.004994227679976009
0.05050505050505051,60,0.004976892194101129
0.05050505050505051,61,0.004854752972273344
0.05050505050505051,62,0.004976892194101129
0.05050505050505051,63,0.004947937606110279
0.05050505050505051,64,0.004854752972273344
0.05050505050505051,65,0.004854752972273344
0.05050505050505051,66,0.004994227679976009
0.05050505050505051,67,0.005
0.05050505050505051,68,0.004994227679976009
0.05050505050505051,69,0.004994227679976009
0.05050505050505051,70,0.004976892194101129
0.05050505050505051,71,0.004994227679976009
0.05050505050505051,72,0.004976892194101129
0.05050505050505051,73,0.004947937606110279
0.05050505050505051,74,0.004947937606110279
0.05050505050505051,75,0.004994227679976009
0.05050505050505051,76,0.004854752972273344
0.05050505050505051,77,0.00462409352486515
0.05050505050505051,78,0.004994227679976009
0.05050505050505051,79,0.004994227679976009
0.05050505050505051,80,0.004854752972273344
0.05050505050505051,81,0.004976892194101129
0.05050505050505051,82,0.004994227679976009
0.05050505050505051,83,0.004976892194101129
0.05050505050505051,84,0.004907269475168269
0.05050505050505051,85,0.004976892194101129
0.05050505050505051,86,0.004994227679976009
0.05050505050505051,87,0.004994227679976009
0.05050505050505051,88,0.004854752972273344
0.05050505050505051,89,0.004976892194101129
0.05050505050505051,90,0.004947937606110279
0.05050505050505051,91,0.004994227679976009
0.05050505050505051,92,0.004854752972273344
0.05050505050505051,93,0.004994227679976009
0.05050505050505051,94,0.004976892194101129
0.05050505050505051,95,0.004976892194101129
0.05050505050505051,96,0.004947937606110279
0.05050505050505051,97,0.004976892194101129
0.05050505050505051,98,0.004994227679976009
0.05050505050505051,99,0.004994227679976009
0.06060606060606061,0,0.004947937606110279
0.06060606060606061,1,0.004994227679976009
0.06060606060606061,2,0.004994227679976009
0.06060606060606061,3,0.004994227679976009
0.06060606060606061,4,0.00452190728862247
0.06060606060606061,5,0.004907269475168269
0.06060606060606061,6,0.004947937606110279
0.06060606060606061,7,0.004976892194101129
0.06060606060606061,8,0.004854752972273344
0.06060606060606061,9,0.004976892194101129
0.06060606060606061,10,0.004976892194101129
0.06060606060606061,11,0.005
0.06060606060606061,12,0.004994227679976009
0.06060606060606061,13,0.004994227679976009
0.06060606060606061,14,0.004994227679976009
0.06060606060606061,15,0.004994227679976009
0.06060606060606061,16,0.004907269475168269
0.06060606060606061,17,0.005
0.06060606060606061,18,0.004947937606110279
0.06060606060606061,19,0.004907269475168269
0.06060606060606061,20,0.004907269475168269
0.06060606060606061,21,0.004907269475168269
0.06060606060606061,22,0.004976892194101129
0.06060606060606061,23,0.004907269475168269
0.06060606060606061,24,0.004976892194101129
0.06060606060606061,25,0.004994227679976009
0.06060606060606061,26,0.004907269475168269
0.06060606060606061,27,0.004994227679976009
0.06060606060606061,28,0.004854752972273344
0.06060606060606061,29,0.004976892194101129
0.06060606060606061,30,0.004854752972273344
0.06060606060606061,31,0.004947937606110279
0.06060606060606061,32,0.004947937606110279
0.06060606060606061,33,0.004994227679976009
0.06060606060606061,34,0.004947937606110279
0.06060606060606061,35,0.005
0.06060606060606061,36,0.004947937606110279
0.06060606060606061,37,0.004994227679976009
0.06060606060606061,38,0.004976892194101129
0.06060606060606061,39,0.005
0.06060606060606061,40,0.004976892194101129
0.06060606060606061,41,0.004907269475168269
0.06060606060606061,42,0.004976892194101129
0.06060606060606061,43,0.005
0.06060606060606061,44,0.004713415946277461
0.06060606060606061,45,0.004994227679976009
0.06060606060606061,46,0.005
0.06060606060606061,47,0.005
0.06060606060606061,48,0.004947937606110279
0.06060606060606061,49,0.005
0.06060606060606061,50,0.004994227679976009
0.06060606060606061,51,0.004994227679976009
0.06060606060606061,52,0.004994227679976009
0.06060606060606061,53,0.004947937606110279
0.06060606060606061,54,0.004790210111131499
0.06060606060606061,55,0.005
0.06060606060606061,56,0.00452190728862247
0.06060606060606061,57,0.004947937606110279
0.06060606060606061,58,0.004994227679976009
0.06060606060606061,59,0.004947937606110279
0.06060606060606061,60,0.004854752972273344
0.06060606060606061,61,0.005
0.06060606060606061,62,0.004994227679976009
0.06060606060606061,63,0.004790210111131499
0.06060606060606061,64,0.004907269475168269
0.06060606060606061,65,0.004994227679976009
0.06060606060606061,66,0.004947937606110279
0.06060606060606061,67,0.004994227679976009
0.06060606060606061,68,0.004947937606110279
0.06060606060606061,69,0.004976892194101129
0.06060606060606061,70,0.004994227679976009
0.06060606060606061,71,0.004994227679976009
0.06060606060606061,72,0.004790210111131499
0.06060606060606061,73,0.004994227679976009
0.06060606060606061,74,0.004994227679976009
0.06060606060606061,75,0.004854752972273344
0.06060606060606061,76,0.004947937606110279
0.06060606060606061,77,0.005
0.06060606060606061,78,0.004947937606110279
0.06060606060606061,79,0.004907269475168269
0.06060606060606061,80,0.004947937606110279
0.06060606060606061,81,0.004854752972273344
0.06060606060606061,82,0.004976892194101129
0.06060606060606061,83,0.004994227679976009
0.06060606060606061,84,0.004994227679976009
0.06060606060606061,85,0.004994227679976009
0.06060606060606061,86,0.004947937606110279
0.06060606060606061,87,0.004947937606110279
0.06060606060606061,88,0.004994227679976009
0.06060606060606061,89,0.004854752972273344
0.06060606060606061,90,0.004907269475168269
0.06060606060606061,91,0.005
0.06060606060606061,92,0.004976892194101129
0.06060606060606061,93,0.00462409352486515
0.06060606060606061,94,0.004976892194101129
0.06060606060606061,95,0.005
0.06060606060606061,96,0.004907269475168269
0.06060606060606061,97,0.004713415946277461
0.06060606060606061,98,0.004994227679976009
0.06060606060606061,99,0.004947937606110279
0.07070707070707072,0,0.004790210111131499
0.07070707070707072,1,0.005
0.07070707070707072,2,0.004994227679976009
0.07070707070707072,3,0.004976892194101129
0.07070707070707072,4,0.004947937606110279
0.07070707070707072,5,0.005
0.07070707070707072,6,0.005
0.07070707070707072,7,0.005
0.07070707070707072,8,0.005
0.07070707070707072,9,0.004994227679976009
0.07070707070707072,10,0.004994227679976009
0.07070707070707072,11,0.004976892194101129
0.07070707070707072,12,0.004947937606110279
0.07070707070707072,13,0.004713415946277461
0.07070707070707072,14,0.00452190728862247
0.07070707070707072,15,0.004854752972273344
0.07070707070707072,16,0.004976892194101129
0.07070707070707072,17,0.004277254052800653
0.07070707070707072,18,0.004277254052800653
0.07070707070707072,19,0.004854752972273344
0.07070707070707072,20,0.004907269475168269
0.07070707070707072,21,0.004790210111131499
0.07070707070707072,22,0.004994227679976009
0.07070707070707072,23,0.004976892194101129
0.07070707070707072,24,0.004976892194101129
0.07070707070707072,25,0.004976892194101129
0.07070707070707072,26,0.004854752972273344
0.07070707070707072,27,0.004947937606110279
0.07070707070707072,28,0.004854752972273344
0.07070707070707072,29,0.004976892194101129
0.07070707070707072,30,0.004947937606110279
0.07070707070707072,31,0.005
0.07070707070707072,32,0.004907269475168269
0.07070707070707072,33,0.004994227679976009
0.07070707070707072,34,0.004976892194101129
0.07070707070707072,35,0.004907269475168269
0.07070707070707072,36,0.004854752972273344
0.07070707070707072,37,0.004947937606110279
0.07070707070707072,38,0.005
0.07070707070707072,39,0.004854752972273344
0.07070707070707072,40,0.004907269475168269
0.07070707070707072,41,0.004907269475168269
